S. No,First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,Promotional Platforms,Others ,Designation,Year of Graduation,City,CGPA,CGPA Category,Experience with python (Months),Python Experience Level,Family Income,Expected salary (Lac),Expected Salary Category,Leadership- skills
1571,Leo,leo@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Don Bosco College Of Engineering Fatorda Goa,N/A,N/A,,Data Science and Analyst,2024,Nagpur,6.8,6.0 - 7.0,6,Intermediate,0-2 Lakh,15,10-20LPA,yes
1572,Angel,angel@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Pillai College Of Engineering New Panvel,N/A,N/A,,Intern,2024,Nanded,7.1,7.1-8.0,5,Intermediate,0-2 Lakh,19,10-20LPA,no
1573,Melissa,melissa@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St Xavier'S College ,N/A,N/A,,Students,2023,Mahe,8.5,8.1-9.0,3,Beginner,0-2 Lakh,18,10-20LPA,no
1574,Lydia,lydia@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Engineering ,2023,Amritsar,9.1,9.1-10,6,Intermediate,0-2 Lakh,15,10-20LPA,no
1575,John,john@xyz.com,1,Internship Program(IP) Success Conclave,Attending,A. C. Patil College Of Engineering,N/A,N/A,,Students,2026,Patiala,9.5,9.1-10,5,Intermediate,0-2 Lakh,23,20-40LPA,yes
1576,Mark,mark@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,N/A,N/A,,Computer Engineer,2023,Amer,8.2,8.1-9.0,8,Expert,0-2 Lakh,7,5-10 LPA,no
1577,Francisco,francisco@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",N/A,N/A,,Students,2024,Barmer,6.5,6.0 - 7.0,3,Beginner,0-2 Lakh,13,10-20LPA,no
1578,Matthew,matthew@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,G H Raisoni Institut Of Engineering And Technology Pune,N/A,N/A,,Students,2023,Bikaner,8.7,8.1-9.0,8,Expert,0-2 Lakh,19,10-20LPA,no
1579,Michael,michael@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vishwakarma Institute Of Technology, Pune",N/A,N/A,,Students,2023,Jhalwar,7.4,7.1-8.0,8,Expert,5-7 Lakh,6,5-10 LPA,no 
1580,James,james@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,New Horizon Institute Of Technology And Management ,N/A,N/A,,Students,2024,Sikar,7.8,7.1-8.0,6,Intermediate,0-2 Lakh,17,10-20LPA,no
1581,Irene,irene@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Late G. N. Sapkal College Of Engineering,N/A,N/A,,Students,2023,Ahemdabad,7.9,7.1-8.0,5,Intermediate,0-2 Lakh,19,10-20LPA,no
1582,Jeffery,jeffery@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Symbiosis Institute Of Technology, Pune",N/A,N/A,,Students,2023,Amreli,9.9,9.1-10,6,Intermediate,2-5 Lakh,16,10-20LPA,no
1583,Carolyn,carolyn@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Mit Academy Of Engineering ,Alandi",N/A,N/A,,Students,2025,Dwarka,8.1,8.1-9.0,3,Beginner,5-7 Lakh,11,10-20LPA,yes
1584,Pamela,pamela@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",N/A,N/A,,Students,2026,Junagadh,9.6,9.1-10,5,Intermediate,0-2 Lakh,10,5-10 LPA,no
1585,Shirley,shirley@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,N/A,N/A,,Students,2023,Kheda,9.6,9.1-10,6,Intermediate,0-2 Lakh,15,10-20LPA,no
1586,Thelma,thelma@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Mit Academy Of Engineering ,Alandi",N/A,N/A,,Students,2024,Morbi,6.2,6.0 - 7.0,3,Beginner,0-2 Lakh,15,10-20LPA,no
1587,Jackie,jackie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,A. C. Patil College Of Engineering,N/A,N/A,,Students,2023,Nadiad,9.1,9.1-10,5,Intermediate,0-2 Lakh,12,10-20LPA,yes
1588,Michael,michael@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Wilson College ,N/A,N/A,,Students,2024,Navsari,7.2,7.1-8.0,8,Expert,0-2 Lakh,20,10-20LPA,yes
1589,Nancy,nancy@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",N/A,N/A,,Students,2025,Okha,9.5,9.1-10,3,Beginner,0-2 Lakh,21,20-40LPA,no 
1590,Anthony,anthony@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,N/A,N/A,,Students,2023,Rajkot,6.8,6.0 - 7.0,6,Intermediate,0-2 Lakh,9,5-10 LPA,no 
1591,Robert,robert@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Thakur Institute Of Management Studies, Career Development & Research - [Timscdr]",N/A,N/A,,Students,2025,Surat,8.4,8.1-9.0,6,Intermediate,0-2 Lakh,9,5-10 LPA,yes
1592,Pedro,pedro@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Lokmanya Tilak College Of Engineering Koparkhairane Navi Mumbai,N/A,N/A,,Students,2026,Valsad,9.9,9.1-10,5,Intermediate,0-2 Lakh,8,5-10 LPA,yes
1593,Maria,maria@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2023,Ambala,6.6,6.0 - 7.0,6,Intermediate,2-5 Lakh,7,5-10 LPA,no
1594,Jessica,jessica@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Students,2024,Chandigarh,6.7,6.0 - 7.0,3,Beginner,5-7 Lakh,21,20-40LPA,no
1595,Karen,karen@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Silicon Institute Of Technology,N/A,N/A,,Students,2024,Gurugram,8.3,8.1-9.0,8,Expert,0-2 Lakh,16,10-20LPA,yes
1596,Eric,eric@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Don Bosco College Of Engineering Fatorda Goa,N/A,N/A,,Students,2025,Jind,8.9,8.1-9.0,6,Intermediate,0-2 Lakh,8,5-10 LPA,no
1597,Glenn,glenn@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Pillai College Of Engineering New Panvel,N/A,N/A,,Students,2026,Kaithal,9.5,9.1-10,3,Beginner,0-2 Lakh,7,5-10 LPA,no
1598,Lillie,lillie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,St Xavier'S College ,N/A,N/A,,Students,2024,Nizambad,8.5,8.1-9.0,5,Intermediate,2-5 Lakh,20,10-20LPA,no
1599,Evelyn,evelyn@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Students,2024,Agartala,8.5,8.1-9.0,5,Intermediate,5-7 Lakh,9,5-10 LPA,no
1600,Sandra,sandra@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,A. C. Patil College Of Engineering,N/A,N/A,,Students,2023,Agra,8.8,8.1-9.0,3,Beginner,7 Lakh+,13,10-20LPA,yes
1601,Chasity,chasity@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Wilson College ,N/A,N/A,,Students,2023,Aligarh,7.9,7.1-8.0,8,Expert,0-2 Lakh,24,20-40LPA,yes
1602,Frank,frank@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",N/A,N/A,,Students,2025,Gonda,7.5,7.1-8.0,3,Beginner,0-2 Lakh,17,10-20LPA,no 
1603,Jean,jean@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,N/A,N/A,,Students,2025,Ghazipur,8.3,8.1-9.0,6,Intermediate,0-2 Lakh,11,10-20LPA,no 
1604,Sandra,sandra@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",N/A,N/A,,Students,2024,Ghaziabad,6.4,6.0 - 7.0,8,Expert,0-2 Lakh,21,20-40LPA,yes
1605,Jeffery,jeffery@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,G H Raisoni Institut Of Engineering And Technology Pune,N/A,N/A,,Students,2023,Gonda,7.5,7.1-8.0,8,Expert,0-2 Lakh,8,5-10 LPA,yes
1606,Clarence,clarence@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Government Polytechnic Gandhinagar,N/A,N/A,,Students,2026,Gorakhpur,7.7,7.1-8.0,6,Intermediate,0-2 Lakh,9,5-10 LPA,no
1607,Jason,jason@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vishwakarma Institute Of Technology, Pune",N/A,N/A,,Students,2023,Deoria,7.6,7.1-8.0,5,Intermediate,0-2 Lakh,7,5-10 LPA,no
1608,Mamie,mamie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",N/A,N/A,,Students,2025,Budaun,7.9,7.1-8.0,3,Beginner,0-2 Lakh,25,20-40LPA,yes
1609,Steven,steven@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2024,Jhansi,7.7,7.1-8.0,5,Intermediate,0-2 Lakh,21,20-40LPA,no
1610,David,david@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,St.Francis Institute Of Technology,N/A,N/A,,Students,2023,Kanpur,7.4,7.1-8.0,6,Intermediate,0-2 Lakh,30,20-40LPA,no
1611,James,james@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Late G. N. Sapkal College Of Engineering,N/A,N/A,,Students,2026,Mathura,7.6,7.1-8.0,5,Intermediate,0-2 Lakh,8,5-10 LPA,no
1612,Gloria,gloria@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Mit Academy Of Engineering ,Alandi",N/A,N/A,,Students,2023,Varanasi,9.5,9.1-10,6,Intermediate,0-2 Lakh,21,20-40LPA,yes
1613,Keith,keith@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",N/A,N/A,,Students,2025,Haora,6.9,6.0 - 7.0,8,Expert,0-2 Lakh,9,5-10 LPA,no 
1614,Sherry,sherry@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,N/A,N/A,,Students,2025,Durgapur,7.2,7.1-8.0,6,Intermediate,0-2 Lakh,8,5-10 LPA,yes
1615,Sean,sean@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Mit Academy Of Engineering ,Alandi",N/A,N/A,,Students,2023,Hugli,7.5,7.1-8.0,8,Expert,0-2 Lakh,8,5-10 LPA,yes
1616,Chris,chris@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,A. C. Patil College Of Engineering,N/A,N/A,,Students,2024,Kolkata,6.5,6.0 - 7.0,8,Expert,0-2 Lakh,8,5-10 LPA,no
1617,Deborah,deborah@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Wilson College ,N/A,N/A,,Students,2026,Malda,7.5,7.1-8.0,5,Intermediate,0-2 Lakh,8,5-10 LPA,no
1618,Virginia,virginia@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",N/A,N/A,,Students,2023,Palashi,6.9,6.0 - 7.0,8,Expert,0-2 Lakh,8,5-10 LPA,no
1619,Joanna,joanna@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,N/A,N/A,,Students,2024,Santipur,7.6,7.1-8.0,8,Expert,0-2 Lakh,9,5-10 LPA,yes
1620,Tracey,tracey@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Lokmanya Tilak College Of Engineering Koparkhairane Navi Mumbai,N/A,N/A,,Students,2025,Silguri,7.3,7.1-8.0,8,Expert,0-2 Lakh,17,10-20LPA,no
1621,Edward,edward@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2023,Siuri,6.7,6.0 - 7.0,5,Intermediate,0-2 Lakh,13,10-20LPA,no
1622,Ronald,ronald@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Chhattisgarh Swami Vivekananda Technical University Teaching Department Bhilai,N/A,N/A,,Students,2023,Talmuk,6.7,6.0 - 7.0,8,Expert,0-2 Lakh,15,10-20LPA,no
1623,James,james@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Silicon Institute Of Technology,N/A,N/A,,Students,2024,Siuri,9,8.1-9.0,5,Intermediate,0-2 Lakh,19,10-20LPA,yes
1624,Christopher,christopher@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Adhiyamaan College Of Engineering,N/A,N/A,,Students,2025,Titagrah,7.2,7.1-8.0,6,Intermediate,0-2 Lakh,18,10-20LPA,yes
1625,Mary,mary@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Don Bosco College Of Engineering Fatorda Goa,N/A,N/A,,Students,2023,Orchha,8.5,8.1-9.0,6,Intermediate,0-2 Lakh,12,10-20LPA,no 
1626,Patricia,patricia@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Pillai College Of Engineering New Panvel,N/A,N/A,,Students,2025,Sagar,6.5,6.0 - 7.0,8,Expert,0-2 Lakh,23,20-40LPA,no 
1627,Lillian,lillian@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,St Xavier'S College ,N/A,N/A,,Students,2026,Satna,6.6,6.0 - 7.0,6,Intermediate,0-2 Lakh,8,5-10 LPA,yes
1628,Steven,steven@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Students,2024,Ujjain,9.5,9.1-10,8,Expert,0-2 Lakh,25,20-40LPA,yes
1629,Randolph,randolph@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2024,Vidisha,8.1,8.1-9.0,5,Intermediate,0-2 Lakh,7,5-10 LPA,no
1630,James,james@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Students,2023,Akola,9.7,9.1-10,3,Beginner,0-2 Lakh,13,10-20LPA,no
1631,Katherine,katherine@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Chhattisgarh Swami Vivekananda Technical University Teaching Department Bhilai,N/A,N/A,,Students,2023,Aurangabad,9.3,9.1-10,3,Beginner,0-2 Lakh,19,10-20LPA,no
1632,Leslie,leslie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Adhiyamaan College Of Engineering,N/A,N/A,,Students,2025,Bhsawal,7.6,7.1-8.0,3,Beginner,0-2 Lakh,22,20-40LPA,no
1633,Mary,mary@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Don Bosco College Of Engineering Fatorda Goa,N/A,N/A,,Students,2024,Bid,7.8,7.1-8.0,6,Intermediate,0-2 Lakh,6,5-10 LPA,no
1634,Thelma,thelma@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Pillai College Of Engineering New Panvel,N/A,N/A,,Students,2024,Buldhana,7.9,7.1-8.0,8,Expert,0-2 Lakh,9,5-10 LPA,no
1635,Antonio,antonio@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,St Xavier'S College ,N/A,N/A,,Students,2023,Dhule,8.5,8.1-9.0,5,Intermediate,0-2 Lakh,20,10-20LPA,no
1636,Clay,clay@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Students,2023,Jalgaon,8.7,8.1-9.0,8,Expert,0-2 Lakh,15,10-20LPA,no
1637,Alice,alice@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Government Polytechnic Gandhinagar,N/A,N/A,,Students,2026,Kalyan,8.3,8.1-9.0,8,Expert,0-2 Lakh,17,10-20LPA,yes
1638,Carolyn,carolyn@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",N/A,N/A,,Students,2025,Thane,9.4,9.1-10,6,Intermediate,0-2 Lakh,19,10-20LPA,yes
1639,Judith,judith@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vishwakarma Institute Of Technology, Pune",N/A,N/A,,Students,2024,Navi Mumbai,8.6,8.1-9.0,8,Expert,0-2 Lakh,13,10-20LPA,no 
1640,Gloria,gloria@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",N/A,N/A,,Students,2024,Mumbai,8.5,8.1-9.0,3,Beginner,0-2 Lakh,11,10-20LPA,no 
1641,Carla,carla@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2023,Nagpur,9.1,9.1-10,5,Intermediate,0-2 Lakh,12,10-20LPA,yes
1642,Willie,willie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,St.Francis Institute Of Technology,N/A,N/A,,Students,2025,Nanded,7.7,7.1-8.0,5,Intermediate,0-2 Lakh,10,5-10 LPA,yes
1643,Manuel,manuel@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,New Horizon Institute Of Technology And Management ,N/A,N/A,,Students,2023,Mahe,7.5,7.1-8.0,6,Intermediate,0-2 Lakh,10,5-10 LPA,no
1644,John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Late G. N. Sapkal College Of Engineering,N/A,N/A,,Students,2024,Amritsar,7.2,7.1-8.0,8,Expert,0-2 Lakh,10,5-10 LPA,no
1645,John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Symbiosis Institute Of Technology, Pune",N/A,N/A,,Students,2026,Patiala,7.6,7.1-8.0,5,Intermediate,0-2 Lakh,15,10-20LPA,no
1646,Marianne,marianne@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Mit Academy Of Engineering ,Alandi",N/A,N/A,,Students,2023,Sangrur,7.3,7.1-8.0,5,Intermediate,0-2 Lakh,12,10-20LPA,yes
1647,Judy,judy@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,A. C. Patil College Of Engineering,N/A,N/A,,Students,2025,Ajmer,7.3,7.1-8.0,5,Intermediate,0-2 Lakh,20,10-20LPA,no
1648,Helen,helen@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",N/A,N/A,,Students,2023,Barmer,6.6,6.0 - 7.0,3,Beginner,0-2 Lakh,9,5-10 LPA,no
1649,Elbert,elbert@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,N/A,N/A,,Students,2024,Bikaner,6.6,6.0 - 7.0,6,Intermediate,0-2 Lakh,9,5-10 LPA,no
1650,John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2023,Jhalwar,8.1,8.1-9.0,6,Intermediate,0-2 Lakh,21,20-40LPA,yes
1651,Pamela,pamela@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Students,2024,Jodhpur,7.9,7.1-8.0,8,Expert,0-2 Lakh,5,5-10 LPA,no 
1652,William,william@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Chhattisgarh Swami Vivekananda Technical University Teaching Department Bhilai,N/A,N/A,,Students,2026,Kota,7.1,7.1-8.0,5,Intermediate,0-2 Lakh,16,10-20LPA,no 
1653,Linda,linda@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Silicon Institute Of Technology,N/A,N/A,,Students,2024,Pali,8.3,8.1-9.0,6,Intermediate,7 Lakh+,21,20-40LPA,yes
1654,Robert,robert@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Adhiyamaan College Of Engineering,N/A,N/A,,Students,2023,Sikar,7.7,7.1-8.0,5,Intermediate,0-2 Lakh,8,5-10 LPA,yes
1655,Delores,delores@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Pillai College Of Engineering New Panvel,N/A,N/A,,Students,2025,Amreli,6.5,6.0 - 7.0,5,Intermediate,2-5 Lakh,20,10-20LPA,no
1656,Christopher,christopher@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,St Xavier'S College ,N/A,N/A,,Students,2025,Dwarka,9.4,9.1-10,8,Expert,0-2 Lakh,23,20-40LPA,no
1657,Laura,laura@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Students,2024,Godhra,6.8,6.0 - 7.0,6,Intermediate,0-2 Lakh,13,10-20LPA,yes
1658,Richard,richard@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",N/A,N/A,,Students,2024,Jamnagar,6.7,6.0 - 7.0,3,Beginner,2-5 Lakh,24,20-40LPA,no
1659,Mark,mark@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,G H Raisoni Institut Of Engineering And Technology Pune,N/A,N/A,,Students,2023,Junagadh,7.9,7.1-8.0,8,Expert,0-2 Lakh,17,10-20LPA,no
1660,Carol,carol@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Government Polytechnic Gandhinagar,N/A,N/A,,Students,2023,Kheda,9.3,9.1-10,6,Intermediate,0-2 Lakh,17,10-20LPA,no
1661,John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",N/A,N/A,,Students,2026,Morbi,6.9,6.0 - 7.0,8,Expert,0-2 Lakh,21,20-40LPA,no
1662,Lisa,lisa@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vishwakarma Institute Of Technology, Pune",N/A,N/A,,Students,2025,Nadiad,8.9,8.1-9.0,3,Beginner,0-2 Lakh,8,5-10 LPA,no
1663,Alma,alma@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Government Polytechnic Gandhinagar,N/A,N/A,,Students,2024,Rajkot,8.1,8.1-9.0,8,Expert,0-2 Lakh,7,5-10 LPA,no 
1664,Frank,frank@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",N/A,N/A,,Students,2024,Surat,9.5,9.1-10,3,Beginner,0-2 Lakh,25,20-40LPA,no 
1665,George,george@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vishwakarma Institute Of Technology, Pune",N/A,N/A,,Students,2023,Valsad,9.6,9.1-10,6,Intermediate,0-2 Lakh,21,20-40LPA,yes
1666,William,william@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",N/A,N/A,,Students,2026,Ambala,7.5,7.1-8.0,8,Expert,0-2 Lakh,30,20-40LPA,yes
1667,Douglas,douglas@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2023,Chandigarh,7.9,7.1-8.0,3,Beginner,0-2 Lakh,24,20-40LPA,no
1668,Keith,keith@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Symbiosis Institute Of Technology, Pune",N/A,N/A,,Students,2024,Vijaywada,7.3,7.1-8.0,5,Intermediate,0-2 Lakh,17,10-20LPA,no
1669,Ashley,ashley@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Mit Academy Of Engineering ,Alandi",N/A,N/A,,Students,2023,Eluru,7.5,7.1-8.0,3,Beginner,0-2 Lakh,18,10-20LPA,no
1670,Matthew,matthew@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,A. C. Patil College Of Engineering,N/A,N/A,,Students,2023,Guwahati,7.6,7.1-8.0,8,Expert,0-2 Lakh,9,5-10 LPA,no
1671,Elizabeth,elizabeth@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",N/A,N/A,,Students,2026,Tezpur,7.2,7.1-8.0,8,Expert,2-5 Lakh,8,5-10 LPA,no
1672,Roy,roy@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,N/A,N/A,,Students,2024,Sivasagar,9.1,9.1-10,8,Expert,2-5 Lakh,24,20-40LPA,yes
1673,Warren,warren@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,G H Raisoni Institut Of Engineering And Technology Pune,N/A,N/A,,Students,2024,Dehri,7.1,7.1-8.0,3,Beginner,2-5 Lakh,6,5-10 LPA,no 
1674,Alan,alan@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Government Polytechnic Gandhinagar,N/A,N/A,,Students,2023,Chapra,7.1,7.1-8.0,3,Beginner,2-5 Lakh,7,5-10 LPA,no 
1675,Darryl,darryl@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Vishwakarma Institute Of Technology, Pune",N/A,N/A,,Students,2025,Gaya,9.2,9.1-10,5,Intermediate,2-5 Lakh,8,5-10 LPA,yes
1676,Charles,charles@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",N/A,N/A,,Students,2024,Haijipur,7.9,7.1-8.0,5,Intermediate,2-5 Lakh,5,5-10 LPA,no
1677,James,james@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2026,Jamalpur,7.3,7.1-8.0,8,Expert,2-5 Lakh,6,5-10 LPA,no
1678,Cynthia,cynthia@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,St.Francis Institute Of Technology,N/A,N/A,,Students,2025,Kaithar,7.3,7.1-8.0,6,Intermediate,2-5 Lakh,6,5-10 LPA,no
1679,Tony,tony@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Symbiosis Institute Of Technology, Pune",N/A,N/A,,Students,2023,Patna,6.9,6.0 - 7.0,3,Beginner,2-5 Lakh,8,5-10 LPA,no
1680,Charles,charles@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"Mit Academy Of Engineering ,Alandi",N/A,N/A,,Students,2024,Muzaffarpur,8.4,8.1-9.0,3,Beginner,5-7 Lakh,5,5-10 LPA,no
1681,Andrew,andrew@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,A. C. Patil College Of Engineering,N/A,N/A,,Students,2025,Sasaram,6.7,6.0 - 7.0,3,Beginner,7 Lakh+,6,5-10 LPA,no
1682,Charles,charles@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,Wilson College ,N/A,N/A,,Students,2023,Siwan,9.2,9.1-10,8,Expert,0-2 Lakh,19,10-20LPA,no
